id,name,type,status,priority,description,location_name,lat,lng,funding_fy25,funding_fy26,funding_fy27,funding_fy28,funding_fy29,funding_future,funding_source,department,start_date,construction_start,end_date,link
667,Fire Pumper for Station 7,Public Safety,Planning,Medium,"This fire pumper will be assigned to the new fire station planned near Olive Farm Road and Humie Olive Road. According to a third-party fire station location study, this new station is recommended to be operational by 2029. Given current fire apparatus build times (24-36 months), this pumper should be ordered in FY 26-27 to follow the recommendation. Because this is an additional unit, not a replacement unit, the cost includes all required equipment, self-contained breathing apparatuses (SCBAs), radios, hoses, etc.",,,,0,1381000,0,0,0,0,"General Fund / Capital Outlay, Intergovernmental Funds",Fire,2025-07-01,,2026-06-30,
668,Ladder (Aerial) Replacement,Public Safety,Planning,Medium,"This project replaces Unit 154, an aerial ladder fire truck, following the replacement schedule for engines, ladders, and rescues at the 15-year timeframe. This fire engine is 19 years old with over 98,000 miles.",,,,0,2250000,0,0,0,0,"Installment Purchase / Capital Lease, Intergovernmental Funds",Fire,2025-07-01,,2026-06-30,
669,Rescue Retrieval Van,Public Safety,Planning,Medium,The Police Department has limited access to a ruggedized rescue retrieval vehicle. This vehicle would allow officers to safely and efficiently move civilians away or insert officers into critical incidents and hostile environments for rescue or medical attention.,,,,0,329000,0,0,0,0,Installment Purchase / Capital Lease,,2025-07-01,,2026-06-30,
670,Self-Contained Breathing Apparatus Replacement,Public Safety,Planning,Medium,"This project replaces the Fire Department’s self‐contained breathing apparatuses (SCBAs). Due to National Fire Protection Association (NFPA) standards and technological advancements, the current SCBAs will no longer meet the updated NFPA 1981 Standard on Open‐Circuit Self‐Contained Breathing Apparatus for Emergency Services within the next five to seven years. The SCBA equipment for this project includes airpacks, air bottles, a Bluetooth option, and a remote monitoring system",,,,0,135000,135000,0,0,0,"General Fund / Capital Outlay, Intergovernmental Funds",,2025-07-01,,2027-06-30,
671,Rescue Replacement,Public Safety,Planning,Medium,"This rescue fire vehicle would allow the current rescue/support apparatus to act as a reserve vehicle. The Fire Department currently has only one rescue vehicle to transport equipment, rescue tools, and breathing air supply for fire and rescue operations. The current 2017 rescue fire vehicle (Unit 87) will become a reserve vehicle until it meets the 15-year time frame.",,,,0,0,1600000,0,0,0,"Installment Purchase / Capital Lease, Intergovernmental Funds",,2026-07-01,,2027-06-30,
672,Fire Pumper Replacement,Public Safety,Planning,Medium,"This project replaces a fire pumper fire truck, following the replacement schedule for engines, ladders, and rescues at the 15-year timeframe. This fire engine is 11 years old with over 91,000 miles.",,,,0,0,0,1308000,0,0,"Installment Purchase / Capital Lease, Intergovernmental Funds",Fire,2027-07-01,,2028-06-30,
673,Fire Pumper for Station 8,Public Safety,Planning,Medium,"This fire pumper will be needed for Fire Station 8 to service to Apex’s western areas, including potential annexations into Chatham County.",,,,0,0,0,0,0,1546720,"Installment Purchase / Capital Lease, Intergovernmental Funds",Fire,,,,
674,Fire Alarm Panel and Equipment Replacement,Public Facilities,Planning,Medium,"This project replaces fire panels and equipment at Town facilities where these systems have exceeded their useful life. Finding parts for the older panels is becoming more difficult, and these systems contain critical lifesaving equipment. This project funds replacements at Town Hall in FY26, John M. Brown Community Center in FY27, and the Halle and Public Safety Station 4 in FY28.",,,,140000,280000,195000,0,0,0,General Fund / Capital Outlay,,2024-07-01,,2027-06-30,
675,Fire Department Administration Building,Public Facilities,Planning,Medium,"The current Fire Department Administration Building occupies an old Apex Emergency Medical Services (EMS) station with 2,400 square feet of office space for 14 full-time employees, 2 limited-service employees, and Wake County EMS staff. This building is scheduled to be demolished during the NC 55 construction project in the coming years. This would use property at Fire Station 3 to address the space needs for offices, meetings, training, parking, and storage. The recent Space Needs Study recommended a 10,000 square foot facility.",,35.735827286094896,-78.86121511459352,650000,7800000,0,0,0,0,Installment Purchase / Capital Lease,Fire,2024-07-01,,2026-06-30,
676,Fire Station 3 Renovation and Addition,Public Facilities,Planning,Medium,"This project renovates and expands Fire Station 3 to accommodate the engine company of crew from Fire Station 1 when Fire Station 1 closes. This project addresses insufficient kitchen, living room, bedroom, locker, and bathroom space in addition to age-related renovations (flooring, paint, fixtures, plumbing, etc.).",,35.73579245090939,-78.86082887649538,3900000,0,0,0,0,0,Installment Purchase / Capital Lease,Fire,2024-07-01,,2025-06-30,
677,Mechanical HVAC and Chiller Upgrades and Replacements,Public Facilities,Planning,Medium,"This project proactively replaces Heating, Ventilation, and Air Conditioning (HVAC) units for various Town facilities: Public Safety Station 4 in FY26, Public Works Operations in FY27, Town Hall in FY28, John M. Brown Community Center in FY29, Fire Station 2 in FY30, and the Police Department in future years. This proactive approach is recommended because procurement may take six months or longer in the event of a system failure. Public Safety Station 4’s HVAC is prioritized due to nearing the end of its usable life and experiencing temperature and humidity control issues.",,,,525000,190000,575000,580000,105000,555000,General Fund / Capital Outlay,,2024-07-01,,2029-06-30,
678,Police Department Roof Replacement,Public Facilities,Planning,Medium,"This project replaces the Police Department’s roof. The existing roof is past its warranty, at the end of its useful life, and leaks during heavy rain. Leaks interfere with employees’ workspaces, and moisture causes long-term damage to building materials. This project reinstalls the existing solar panels and provides a new roof with a 20-year manufacturer’s warranty.",,35.73185162217999,-78.85218679904939,385000,0,0,0,0,0,General Fund / Capital Outlay,Police,2024-07-01,,2025-06-30,
679,Warehouse and Storage Building,Public Facilities,Planning,Medium,"This project constructs an outside warehouse and storage building at Fire Station 3. The Fire Department currently stores multiple trailers, response vehicles, and equipment outside unprotected from weather and unsecured from possible theft and vandalism. Multiple vehicles, equipment, and stored supplies currently housed at Fire Station 1 and the Fire Department Administration Building may also be stored in this new warehouse and storage building.",,35.73612338455639,-78.86098980903627,1404000,0,0,0,0,0,Installment Purchase / Capital Lease,Fire,2024-07-01,,2025-06-30,
680,Parking Lot and Internal Street Assessment and Long Maintenance Plan,Public Facilities,Planning,Medium,This project maintains and repairs the Town’s parking lots and internal streets. The schedule is informed by the Parking Lot and Internal Street Assessment and Long Maintenance Plan. First-year funds replacement and repair of Public Safety Station 4's rear parking lot and rear drive due to near complete failure in spots and expanding depressions.,,,,0,350000,500000,250000,180000,600000,General Fund / Capital Outlay,,2025-07-01,,2029-06-30,
681,Townwide Solar Initiative,Public Facilities,Planning,Medium,This project designs and constructs solar panels on twelve Town facilities over a two-year period. Solar projects are selected and prioritized based on the Town’s Solar Panel Assessment.,,,,0,670000,670000,0,0,0,General Fund / Capital Outlay,,2025-07-01,,2027-06-30,
682,Depot Parking Lot Repurposing,Public Facilities,Planning,Medium,"Converting the Depot parking lot into a downtown gathering space is a ""Top 10"" priority project in the Downtown Plan. This includes a durable curbless environment, shaded areas, lighting, movable interactive furnishings, and space for community activities (farmer's market, splash pad, ice skating rink, seating and space to host various activities, etc.).",,35.73222176356296,-78.85032534599304,0,0,250000,0,2000000,0,"General Fund / Capital Outlay, Installment Purchase / Capital Lease",,2026-07-01,,2029-06-30,
683,Public Safety Station 7,Public Facilities,Planning,Medium,"This project constructs Public Safety Station 7 to serve the Olive Farm area and supports the Fire Department’s coverage standard (five-minute travel time for the first arriving fire apparatus 90% of the time). The Town’s Comprehensive Facilities Study recommends an 18,000+ square foot facility with three bays and enough room to accommodate two fire companies and a battalion chief.",,35.73030571898512,-78.93472373485567,0,0,2000000,1000000,10205600,0,"Installment Purchase / Capital Lease, General Fund / Capital Outlay",Fire,2026-07-01,,2029-06-30,
684,Fleet Fluid Pumps and Reclamation,Public Facilities,Planning,Medium,"This project relocates reservoirs for motor oil, hydraulic, coolant, and reclamation. Compared to current conditions, the reservoirs will be relocated to a larger area with larger fluid and reclamation tanks that use pneumatic pumps to more safely and efficiently remove used fluids. This project reduces the risk of spills, overflows, and hazards while also making liquid refills and removal less frequent.",,,,0,0,0,0,115000,0,General Fund / Capital Outlay,Fire,2028-07-01,,2029-06-30,
685,Police Department Addition and Renovation,Public Facilities,Planning,Medium,"This project adds space for operations, administrative functions, and the Communications Center and constructs two stories of office space above the current administrative parking lot. The lower floor of office space will support administrative functions, and the higher level would be an unfinished shell space to allow for future growth. The existing administrative office space would be renovated to double the existing Communications Center’s size and add offices and workspaces.",,35.73203451578421,-78.8524067401886,0,0,0,0,0,6600000,Installment Purchase / Capital Lease,Police,,,,
686,Public Safety Station 8,Public Facilities,Planning,Medium,"This project constructs Public Safety Station 8 to support the Fire Department’s coverage standard (five-minute travel time for the first arriving fire apparatus 90% of the time). The specific needs and location of this station depends on many factors including Public Safety Station 6 response time data, future Public Safety Station 7’s location, and Fire Station 1 plans.",,,,0,0,0,0,0,13205600,Installment Purchase / Capital Lease,Fire,,,,
687,Rebuild and Remodel Fire Station 2,Public Facilities,Planning,Medium,"This project would evaluate the current space and land at Fire Station 2 to address its modernization needs. Fire Station 2, which was a volunteer fire station built in 1996, was renovated and added to in 2012 to provide more sufficient living quarters, but the station still lacks the space needed for a modern-day fire station with paid staff 24/7.",,35.67339561626289,-78.9315962791443,0,0,0,0,0,11205600,Installment Purchase / Capital Lease,Fire,,,,
688,Fleet Services Field Response Truck Replacement,Public Works and Environmental Services,Planning,Medium,"This project replaces a pickup truck (Unit #61) that will be 17 years old with over 50,000 miles at time of replacement. This project is required because the existing truck crane is unsafe, and its welder and air compressors are broken.",,,,206000,0,0,0,0,0,Installment Purchase / Capital Lease,,2024-07-01,,2025-06-30,
689,Rear Loader Addition,Public Works and Environmental Services,Planning,Medium,"This project adds a rear loader to the Town’s solid waste fleet. This truck can conduct small pile collection, which is currently manually collected with F-450 dump trucks without compaction. Additionally, this truck can reduce chipper usage that would increase safety and reduce noise.",,,,220000,0,0,0,0,0,Installment Purchase / Capital Lease,,2024-07-01,,2025-06-30,
690,CAT 920 Front-End Loader Addition,Public Works and Environmental Services,Planning,Medium,This project adds a CAT 920 front-end loader that is needed to move materials at the yard waste transfer facility.,,,,0,240000,0,0,0,0,Installment Purchase / Capital Lease,,2025-07-01,,2026-06-30,
691,Leaf Truck Replacement,Public Works and Environmental Services,Planning,Medium,"This project replaces a leaf truck (Unit #108) that will be eight years old with over 115,000 miles at time of replacement. The current vehicle is expected to have $15,000-$20,000 in operational and repair costs annually including a $4,000 impeller needed for this leaf season. This project reduces the Town’s carbon footprint because a single unit is replacing a two-engine machine.",,,,0,360000,0,0,0,0,Installment Purchase / Capital Lease,,2025-07-01,,2026-06-30,
692,Leaf Truck Replacement (Second Unit),Public Works and Environmental Services,Planning,Medium,"This project replaces a leaf truck (Unit #212) that will be seven years old with over 83,000 miles at the time of replacement. This project reduces the Town’s carbon footprint because a single unit is replacing a two-engine machine.",,,,0,360000,0,0,0,0,Installment Purchase / Capital Lease,,2025-07-01,,2026-06-30,
693,Grapple Truck Addition,Public Works and Environmental Services,Planning,Medium,This project adds a grapple truck to support large limb and tree stump removal service. This truck also supports the bulk item pickup program by collecting oversized items that cannot be lifted by hand.,,,,0,0,394000,0,0,0,Installment Purchase / Capital Lease,,2026-07-01,,2027-06-30,
694,Right of Way Mowing Tractor Replacement,Public Works and Environmental Services,Planning,Medium,"This project replaces a right of way mower (Unit #556) that will be 24 years old with over 1,600 hours of use at the replacement time.",,,,0,0,170000,0,0,0,Installment Purchase / Capital Lease,,2026-07-01,,2027-06-30,
695,Tandem Semi Tractor with Wet Line Addition,Public Works and Environmental Services,Planning,Medium,This project adds a Class 8 semi-truck trailer to the Town’s solid waste fleet. This vehicle can pull a heavy equipment trailer and a walking floor trailer that transports yard waste debris.,,,,0,0,0,225000,0,0,Installment Purchase / Capital Lease,,2027-07-01,,2028-06-30,
696,Leaf Truck Addition,Public Works and Environmental Services,Planning,Medium,An additional leaf truck is needed to meet the expanding service area resulting from residential growth. This truck will be a motor pool vehicle to support leaf removal along curb and gutter lines and to remove light debris along catch basins.,,,,0,0,0,0,460000,0,Installment Purchase / Capital Lease,,2028-07-01,,2029-06-30,
697,Dump Truck Replacement,Public Works and Environmental Services,Planning,Medium,This project replaces a tandem dump truck (Unit #62) that will be 20 years old at the replacement time.,,,,0,0,0,0,0,225000,Installment Purchase / Capital Lease,,,,,
698,East Williams Substation,Electric Utility,Planning,Medium,This project funds the engineering and construction costs needed to add electrical capacity (via a 40-magavolt amperes power transformer) to the existing East Williams Substation. This additional capacity will improve the Town’s ability to serve the Veridea development and other residents in the surrounding area.,,35.71220553324433,-78.8395267724991,50000,175000,3550000,0,0,0,,,2024-07-01,,2027-06-30,
699,Green Level Substation (8300 Jenks),Electric Utility,Planning,Medium,This project designs and constructs the Green Level Substation in the northwest corner of Apex. This substation will serve a growing population and alleviate demand from the Laura Duncan and Mount Zion substations. This substation will provide an imperative system redundancy and increase reliability by reducing feeder exposure.,,35.7477008419599,-78.91419947147371,2000000,0,250000,4000000,0,0,,,2024-07-01,,2028-06-30,
700,System Expansion,Electric Utility,Planning,Medium,This project expands the Town’s electric system due to continued growth and development. This expansion allows the Town to continue providing reliable electric service.,,,,4325000,4300000,3500000,3500000,3500000,3500000,,,2024-07-01,*,2029-06-30,
701,Boring Equipment,Electric Utility,Planning,Medium,"This project purchases boring equipment rather than paying a contractor $15-30 per foot for each bore. This will expedite repair and development timelines because work will be completed in-house instead of being dependent on the contractor’s timeline, and shorter timelines increase the Town’s ability to provide reliable power to the community.",,,,0,275000,0,0,0,0,,,2025-07-01,,2026-06-30,
702,LED Replacement,Electric Utility,Planning,Medium,This project replaces the remainder of the Town’s streetlights with LED technology. This effort will reduce the Town’s energy usage for lighting significantly and reduce the amount of energy bought by the Town,,,,0,250000,250000,250000,250000,250000,,,2025-07-01,,2029-06-30,
703,Load Management Switch Replacement,Electric Utility,Planning,Medium,"This project replaces the existing load management switches, which are obsolete, in disrepair, and recommended for replacement. The new switches use cell technology with two-way communication, so Town staff will know if devices are working or are being bypassed in the field without having to do site audits.",,,,0,600000,1565000,1565000,1565000,1565000,,,2025-07-01,,2029-06-30,
704,Service Truck Replacement,Electric Utility,Planning,Medium,This project replaces an electric service truck (Unit #331) that is used daily and for all on-call responses within the Town,,,,0,265000,0,0,0,0,,,2025-07-01,,2026-06-30,
705,Service Truck Replacement (Second Unit),Electric Utility,Planning,Medium,This project replaces an electric service truck (Unit #307) that is used daily and for all on-call responses within the Town.,,,,0,265000,0,0,0,0,,,2025-07-01,,2026-06-30,
706,Veridea System Expansion,Electric Utility,Planning,Medium,"This project expands the Town’s electric system to support the Veridea development, a proposed sustainable, mixed-use urban community on 1,100 acres within the Town of Apex. Expanding the existing electric infrastructure is needed to serve a development of this size.",,35.698013436605756,-78.84990692138673,0,2753000,2883100,2883100,2122200,0,,,2025-07-01,,2029-06-30,
707,Digger Derrick Replacement,Electric Utility,Planning,Medium,"This project replaces a digger derrick (Unit #183), which is a specialized electric line truck required to install both overhead and underground electrical equipment. At time of replacement, the truck will be over 10 years old.",,,,0,0,415000,0,0,0,,,2026-07-01,,2027-06-30,
708,Abbington Gravity Sewer Extension,Water & Sewer Utility,Planning,Medium,"Due to constant overtime and emergency maintenance at the Abbington Pump Station, approximately 400 linear feet of gravity sewer are needed to connect the sewer flowing into the station to the outfall along Reedy Branch. Abandoning this pump station reduces maintenance and eventual upgrade costs and reduces noise and odors from the site.",,35.74468363750619,-78.90533208847047,220000,720000,0,0,0,0,,,2024-07-01,,2026-06-30,
709,Apex Elementary Gravity Sewer Extension,Water & Sewer Utility,Planning,Medium,"This project installs a gravity sewer extension from the planned Townes on Tingen development. This allows the Town to abandon the Apex Elementary Pump Station which suffers from wear due to high operations and maintenance costs for its size. The small station can only service the school at a low flowrate. This project reduces maintenance costs, noise, and odors.",,,,50000,430000,0,0,0,0,,,2024-07-01,,2026-06-30,
710,Dump Truck Replacement,Water & Sewer Utility,Planning,Medium,"This project replaces a dump truck (Unit #107), which was purchased in 2002 and has been exposed to salt over several winters. The existing vehicle has not been used in the past year because it failed a safety inspection due to rust on its chassis, fuel tanks, and running gear.",,,,235000,0,0,0,0,0,,,2024-07-01,,2025-06-30,
711,Howell Road Water Line,Water & Sewer Utility,Planning,Medium,"This project connects a blowoff from the Havenfield Court intersection to Holt Road intersection. Adding this path completes a missing loop, adds redundancy for this area, and will reduce frequent flushing currently needed to maintain water quality",,,,270000,0,0,0,0,0,,,2024-07-01,,2025-06-30,
712,Little Beaver Creek Gravity Sewer Extension,Water & Sewer Utility,Planning,Medium,"Due to recent sewer extensions along Little Beaver Creek, the existing pump station at the Friendship Elementary School site may be taken offline. Then, a gravity sewer is needed to extend from the Friendship Elementary School site to the existing Little Beaver Creek outfall. Abandoning this pump station reduces maintenance and eventual upgrade costs, reduces overall risk to the sewer system, and reduces noise and odors from the site.",,,,1090000,0,0,0,0,0,,,2024-07-01,,2025-06-30,
713,UV System Replacement,Water & Sewer Utility,Planning,Medium,"This project replaces the 1998 ultraviolet (UV) disinfectant system at the Apex Water Reclamation Facility. The existing system is reaching the end of its useful life, and it is becoming increasingly difficult to find replacement parts. The new system uses low-pressure high-output (LPHO) lamp technology, which is more energy efficient than the existing system.",,,,1500000,0,0,0,0,0,,,2024-07-01,,2025-06-30,
714,BP5.C001 Olive Chapel Culvert Utility,Water & Sewer Utility,Planning,Medium,"As part of NCDOT culvert replacement project BP5.C001, the Town may need to relocate a water main and gravity seweron Olive Chapel Road.",,35.737394853670054,-78.88440012931825,0,300000,0,0,0,0,,,2025-07-01,,2026-06-30,
715,Elevated Water Storage Tank 5,Water & Sewer Utility,Planning,Medium,"This project includes a preliminary engineering report, design, land acquisition, and construction of a 1.5-2.0 MG (milliongallon) elevated storage tank to satisfy elevated storage requirements as Apex demand grows.",,,,0,60000,600000,0,12000000,0,,,2025-07-01,,2029-06-30,
716,HL-0007 NC 55 Intersection Utility Relocation,Water & Sewer Utility,Planning,Medium,"This project relocates water and sewer utilities, including water lines, fire hydrants, valve, sewer lines, and manholes, to accommodate NCDOT’s widening of NC 55. Utilities in conflict must be relocated to prevent disrupting customer utility service within the construction corridor.",,,,0,500000,1160000,0,0,0,,,2025-07-01,,2027-06-30,
717,SCADA System Upgrades,Water & Sewer Utility,Planning,Medium,"This project replaces the current pump station supervisory control and data acquisition (SCADA) system, which has become obsolete and may not be supported by the manufacturer soon. Given the Town’s growth and increased complexity of pump stations, a modernized SCADA system will provide better monitoring and remote access while also reducing on-call staff visits and the risk of equipment failure.",,,,0,750000,750000,0,0,0,,,2025-07-01,,2027-06-30,
718,US 64 and New Hill Olive Chapel Water Line Loop,Water & Sewer Utility,Planning,Medium,"This project extends a water line along US 64 from in front of the Sweetwater Development, routed west to New Hill Olive Chapel Road, and connecting to the existing water line along the frontage of Triangle Science and Math Academy. This project provides a critical redundant feed to Deer Creek and loops the waterline to remove the dead end at Deer Creek and dead end along US 64. This project will improve water quality, eliminate the need to flush the system in this area, and provide consistent water pressure and fire protection.",,,,0,2040000,0,0,0,0,,,2025-07-01,,2026-06-30,
719,Waterline Gaps Green Level West,Water & Sewer Utility,Planning,Medium,This project connects The Pointe and Weddington subdivisions along Green Level West Road with a ductile iron water line and by crossing the American Tobacco Trail. This project also installs ductile iron pipe running north from the Ellsworth development parallel to Green Level Church Road and tying into the newly extended water line from the Freedom Square development at Green Level West Road. Installing a water line tie-in will help with redundancy in this area.,,,,0,60000,260000,0,50000,850000,,,2025-07-01,,2029-06-30,
720,Waterline Gaps New Hill,Water & Sewer Utility,Planning,Medium,"This project installs a ductile iron pipe water line that extends from the existing water line at the intersection of Reclamation Road and Shearon Harris Road north to Old US 1. This project will provide a looped connection and a second water feed to the Western Water Regional Water Reclamation Facility to increase water quality, redundancy, and reduce line flushing by operations.",,,,0,25000,590000,0,0,0,,,2025-07-01,,2027-06-30,
721,Old Raleigh Road Water Line Replacement,Water & Sewer Utility,Planning,Medium,"This project replaces the water main in Old Raleigh Road that has surpassed its 50-year life expectancy. Increased vibrations from road improvements and traffic in addition to expansive clay soil increases the risk of a pipe failure in the current 10- inch asbestos cement water main. The new water main is a stronger and safer ductile iron pipe, and this project also installs more valves and modern plumbing in a critical section of Town infrastructure",,,,0,0,5360000,0,0,0,,,2026-07-01,,2027-06-30,
722,Waterline Gaps Humie Olive,Water & Sewer Utility,Planning,Medium,"This project provides waterline connections in the Humie Olive area at the following locations: 1) along at least two segments of Humie Olive Road to complete a loop in this area and provide necessary redundancy to the New Hill/Jordan Pointe service area, 2) along Humie Olive to the nearest Friendship Station blowoff on Olive Farm Road, 3) between two existing blowoffs along Richardson Road, and 4) along Mount Zion Church Road to connect to the existing water line along 47 Flourine Drive.",,,,0,0,450000,185000,0,410000,,,2026-07-01,,2028-06-30,
723,Waterline Gaps US 64 and Salem,Water & Sewer Utility,Planning,Medium,"This project completes several water line connections along the US 64 corridor near N. Salem Street, eliminating several existing water line gaps from development. These segments include the following locations: 1) between All Wheel Drive and Taywood Way, 2) between Horsham Way and Carolina Bell Road, 3) along US 64 to connect the Villages at Apex to N. Salem Street, 4) crossing Apex Peakway to connect the Villages of Apex South to the Villages of Apex, 5) from the existing blowoff on Davis Drive to N. Salem Street near Crossroads Ford crossing US 64, 6) from the Davis Drive and N. Salem Street intersection to a water line near 1701 N. Salem Street, and 7) between Castlewood and the Orchard Villa subdivisions by crossing US 64.",,,,0,0,120000,880000,90000,3540000,,,2026-07-01,,2029-06-30,
724,Waterline Gaps Zeno Road,Water & Sewer Utility,Planning,Medium,"This project constructs a water line along Zeno Road to eliminate a gap between two existing water lines. Connecting this segment will improve redundancy, improve water quality, and reduce the need for regular flushing at this location.",,,,0,0,150000,0,0,0,,,2026-07-01,,2027-06-30,
725,Waterline Gaps NC 540,Water & Sewer Utility,Planning,Medium,This project utilizes an existing encasement to install an east-west waterline connection to minimize system head loss and improve distribution system connectivity. The existing encasement is located near NC 540 where two developments are being constructed on both sides of NC 540.,,,,0,0,0,50000,1030000,0,,,2027-07-01,,2029-06-30,
726,Knollwood Drive Waterline Replacement,Water & Sewer Utility,Planning,Medium,"This project replaces a water line that was installed in the late 1960s with a ductile iron pipe water line. According to the ongoing Water Model Update, this will help reduce significant head loss currently occurring through Knollwood Drive and the surrounding community.",,,,0,0,0,0,600000,0,,,2028-07-01,,2029-06-30,
727,U-5301 US 64 Corridor Utility Relocation,Water & Sewer Utility,Planning,Medium,"This project relocates existing water and sewer utilities to accommodate NCDOT’s US 64 corridor improvements between Laura Duncan Road and the Cary/Apex jurisdictional boundary. This project extends a water line down Laura Duncan Road, under US 64, and ties-in to the existing water line that runs parallel with US 64. Extending the water line across US 64 removes the need to flush multiple dead-end lines, which is currently needed to maintain proper disinfectant levels. This project also installs three stubbed water lines on Shepherd’s Vineyard Drive with approximately 800 linear feet of water main.",,,,0,0,0,0,80000,3790000,,,2028-07-01,,2029-06-30,
728,Waterline Gaps Castleberry,Water & Sewer Utility,Planning,Medium,"This project connects two water line gaps that currently require frequent flushing to ensure water quality in the Lake Castleberry subdivision. Making these connections will add redundancy, increase water quality, and improve fire protection. This project constructs a water line between two existing water lines between the Sleepy Valley Road and Pendervis Park Place intersection and between two existing water lines between the Pendervis Park Place and Castleberry Road intersection",,,,0,0,0,0,240000,0,,,2028-07-01,,2029-06-30,
729,Waterline Gaps Central Apex,Water & Sewer Utility,Planning,Medium,"This project connects existing water line gaps in central Apex to improve redundancy, improve water quality, and reduce the need for regular flushing. This project fills a waterline gap between Tanyard Trail and Seagram Street and between two blowoffs located near Salem Church Road.",,,,0,0,0,0,300000,0,,,2028-07-01,,2029-06-30,
730,U-2901B NC 55 North Utility Relocation,Water & Sewer Utility,Planning,Medium,"This project relocates existing water and sewer utilities to accommodate NCDOT’s widening of NC 55. The Town has existing water and sewer utilities within the right-of-way, including water and sewer lines, fire hydrants, valves, and manholes, that conflict with NCDOT's proposed road widening. These utilities must be relocated to prevent customer utility service disruptions within the construction corridor. This project also extends a line down NC 55 under the railroad trestle to create a new loop in the distribution system.",,,,0,0,0,0,0,2220000,,,,,,
731,U-5825 Ten Ten Road Utility Relocation,Water & Sewer Utility,Planning,Medium,"This project relocates existing water and sewer utilities within the right-of-way to accommodate NCDOT’s widening of Ten Ten Road/Center Street to Kildaire Farm Road in Cary. Utilities in conflict (water lines, fire hydrants, valves, water service lines, and force mains) must be relocated to prevent utility service disruptions.",,,,0,0,0,0,0,4100000,,,,,,
732,Cary Subtotal WWRWRF,Water & Sewer Utility,Planning,Medium,,,,,663200,4930000,102000,29367500,527000,527000,,,2024-07-01,*,2029-06-30,
733,Cary Subtotal CAWTF,Water & Sewer Utility,Planning,Medium,,,,,669300,327750,2829000,0,460000,25628325,,,2024-07-01,*,2029-06-30,
734,Cary Subtotal Beaver Creek PS,Water & Sewer Utility,Planning,Medium,,,,,0,0,0,0,0,977500,,,*,*,*,
735,Crew Cab Truck Addition,Stormwater Utility,Planning,Medium,This vehicle is needed to implement a daily stormwater maintenance and inspection team.,,,,0,135000,0,0,0,0,,,2025-07-01,,2026-06-30,
736,Hook Lift Single Axle Truck Addition,Stormwater Utility,Planning,Medium,"This project purchases a hook lift single axle truck, which supports snow and ice response within stormwater management. This vehicle helps transition to hook lift style snow response vehicles and equipment, which have more year-round usage.",,,,0,135000,0,0,0,0,,,2025-07-01,,2026-06-30,
737,Lake Pine Spillway,Stormwater Utility,Planning,Medium,"This project studies and implements a plan to rehabilitate or replace the Lake Pine Spillway and increase Lake Pine’s climate resiliency, water quality, and flood control capability. Lake Pine Dam is over 60 years old, deteriorating, and rates as a high hazard by the State of North Carolina. Without action, this spillway will continue to deteriorate and may endanger properties downstream.",,35.74728723483811,-78.8166904449463,0,250000,2250000,0,0,0,,,2025-07-01,,2027-06-30,
738,Excavator Addition,Stormwater Utility,Planning,Medium,This equipment will significantly increase stormwater maintenance and repair capabilities.,,,,0,0,225000,0,0,0,,,2026-07-01,,2027-06-30,
739,Street Sweeper Replacement,Stormwater Utility,Planning,Medium,This project replaces the Town’s only street sweeper (Unit #96) that will be 28 years old at the time of replacement. This vehicle reduces debris wash off for stormwater management.,,,,0,0,0,292000,0,0,,,2027-07-01,,2028-06-30,